id,tagline,occurrence,publication,lin,summary,recommendations,location
RO-2001-111,"Electric Multiple Unit passenger Train 2621, door opening incident, Ava, 15 August 2000",15 Aug 2001,20 Sep 2002,01-111,"On Wednesday 15 August 2001 at about 0930 hours, Train 2621, an Upper Hutt to Wellington electric multiple unit passenger service, departed prematurely from Ava station with the doors on the passenger cars open. The train travelled about 200 m with the doors open before the Tranz Metro Driver became aware of the situation and brought it to a halt. There were no injuries to passengers or staff. The safety issues identified included: the training and certification of new entrant staff for guard duties; the procedures for Tranz Metro Drivers to follow before departing stations; the design of the right-of-way signal system on Tranz Metro trains. Three safety recommendations were made to the operator.","030/02, 021,02",Ava
RO-2001-112,"Shunt 84, runaway wagon, Stillwater, 13 September 2001",13 Sep 2001,10 May 2002,01-112,"At about 0615 on Thursday, 13 September 2001, an unattached loaded log wagon on the leading end of a shunt being propelled into a siding at Stillwater was routed onto the main line at a damaged turnout and rolled 450 m downgrade on the Midland Line. Thick fog was present at the time and the loss of the wagon was not realised until 0645 and it was not located until 0700. The safety issues identified included: rail service operations being carried out by non-qualified contractors at Stillwater; the Land Transport Safety Authority not proactively ensuring rail service operations were carried out by a licensed rail service operator under appropriate safety system provisions; lack of compliance with Tranz Rail Limited shunting procedures. [Report referred to earlier safety recommendations 048/00, 049/00, and 050/00 arising from investigation 99-121. These recommendations were implemented following investigation 01-112 and subsequently assigned the status of closed-acceptable.]",NA,Stillwater
RO-2001-113,"DC4185 light locomotive and private car collision, Egmont Tanneries private level crossing, 164.14 km Marton - New Plymouth Line, 19 September 2001",19 Sep 2001,22 Mar 2002,01-113,"On Wednesday 19 September 2001, at about 0705, a collision occurred between a light locomotive and a private motorcar at Egmont Tanneries Ltd private level crossing between Stratford and Inglewood on the Marton to New Plymouth Line. The motor vehicle had made a right-hand turn from State Highway 3 which ran parallel to the railway line and entered the unprotected level crossing immediately in front of the approaching locomotive. The locomotive engineer was the only crew on the locomotive and was not injured but the car driver, who was the sole occupant of the car, received fatal injuries. The collision was caused by the failure of the car driver to see and give way to the approaching locomotive at the level crossing. The safety issues identified included: the lack of appropriate warning signage at the level crossing; the use of the level crossing for purposes outside the deed of grant; the restricted views at the level crossing Two safety recommendations were made to the operator.","077/01, 078/01",Stratford
RO-2002-101,"Express freight train 929, embankment washed out, near Rangitata, 4 January 2000",4 Jan 2002,4 Mar 2003,02-101,"This report examines 3 derailments due to washouts and slips (occurrences 02-101, 02-102 and 02-103) caused by inclement weather in the South Island during January 2002. No serious injuries were sustained but the opportunity existed in each case for more serious and potentially life threatening injuries to have occurred. Safety issues identified by these incidents included: the lack of a formalised early warning river flow level notification process for the Rangitata River; the lack of staff available to respond to operating contingencies during the holiday period; the lack of adequate relief arrangements to cover track staff annual leave programmes; the lack of a defined process for implementing special track inspections during inclement weather; the length of time between special track inspections and the arrival of the first train Three safety recommendations were made to the operator to address these safety issues.","017/02, 054/02, 055/02",Rangitata
RO-2002-102,"Coal Train 841, derailed by slip, Buller Gorge, 3 January 2002",3 Jan 2002,4 Mar 2003,02-102,"This report examines 3 derailments due to washouts and slips (occurrences 02-101, 02-102 and 02-103) caused by inclement weather in the South Island during January 2002. No serious injuries were sustained but the opportunity existed in each case for more serious and potentially life threatening injuries to have occurred. Safety issues identified by these incidents included: the lack of a formalised early warning river flow level notification process for the Rangitata River; the lack of staff available to respond to operating contingencies during the holiday period; the lack of adequate relief arrangements to cover track staff annual leave programmes; the lack of a defined process for implementing special track inspections during inclement weather; the length of time between special track inspections and the arrival of the first train Three safety recommendations were made to the operator to address these safety issues.","017/02, 054/02, 055/02",Buller Gorge
RO-2002-103,"Express Freight Train 720, train hit washout and derailed, Mina, near Kaikoura, 19 January 2002",19 Jan 2002,4 Mar 2003,02-103,"This report examines 3 derailments due to washouts and slips (occurrences 02-101, 02-102 and 02-103) caused by inclement weather in the South Island during January 2002. No serious injuries were sustained but the opportunity existed in each case for more serious and potentially life threatening injuries to have occurred. Safety issues identified by these incidents included: the lack of a formalised early warning river flow level notification process for the Rangitata River; the lack of staff available to respond to operating contingencies during the holiday period; the lack of adequate relief arrangements to cover track staff annual leave programmes; the lack of a defined process for implementing special track inspections during inclement weather; the length of time between special track inspections and the arrival of the first train Three safety recommendations were made to the operator to address these safety issues.","017/02, 054/02, 055/02",Kaikoura
RO-2002-104,"Express freight and passenger trains, derailments or near derailment due to heat buckles, various localities",21 Dec 2001,20 Dec 2002,02-104,"This report examines 3 separate track buckle occurrences on the South Island coal route during the summer of 2001/2002. Two of the track buckles resulted in derailments. Safety issues identified by these incidents included: the need for staff training to ensure they recognise and respond to visible track defects; the need to protect continuous welded rail, formed at unknown neutral temperature; the need to control tamping and lining to ensure track is not realigned leaving increased compressive stress in the rails. In view of the safety actions taken and the safety recommendations previously made to the operator to address these issues, no further safety recommendations are included in this report.","020/01, 021/01, 022/01, 023/01, 024/01",Jackson
RO-2002-105,"Coal train 847, derailment, Ikamatua, 27 January 2002",27 Jan 2002,20 Dec 2002,02-105,"This report examines 3 separate track buckle occurrences on the South Island coal route during the summer of 2001/2002. Two of the track buckles resulted in derailments. Safety issues identified by these incidents included: the need for staff training to ensure they recognise and respond to visible track defects; the need to protect continuous welded rail, formed at unknown neutral temperature; the need to control tamping and lining to ensure track is not realigned leaving increased compressive stress in the rails. In view of the safety actions taken and the safety recommendations previously made to the operator to address these issues, no further safety recommendations are included in this report.","020/01, 021/01, 022/01, 023/01, 024/01",Ikamatua
RO-2002-106,"Coal Train 820, derailment, Aitkens, 28 January 2002",28 Jan 2002,20 Sep 2002,02-106,"This report examines 3 separate track buckle occurrences on the South Island coal route during the summer of 2001/2002. Two of the track buckles resulted in derailments. Safety issues identified by these incidents included: the need for staff training to ensure they recognise and respond to visible track defects; the need to protect continuous welded rail, formed at unknown neutral temperature; the need to control tamping and lining to ensure track is not realigned leaving increased compressive stress in the rails. In view of the safety actions taken and the safety recommendations previously made to the operator to address these issues, no further safety recommendations are included in this report.","020/01, 021/01, 022/01, 023/01, 024/01",Aitkens
RO-2002-107,"Express freight Train 530, collision with stationary shunt locomotive, New Plymouth, 29 January 2002",29 Jan 2002,22 Oct 2002,02-107,"On Tuesday 29 January 2002 at about 1119, express freight Train 530 collided with a stationary shunting locomotive in New Plymouth when the locomotive engineer fell asleep briefly while berthing. There were no injuries and the locomotives were only slightly damaged. The following safety issues were identified: the restorative sleep habits of the locomotive engineer while working night shifts; the inability of the locomotive vigilance system to overcome short-term attention deficits in time to prevent this type of accident. In view of safety recommendations [018/01 and 019/01] made to the operator in Rail Occurrence Reports 00-115, 00-117 and 00-121 relating to previous occurrences involving similar attention loss through microsleeps, no further safety recommendations were made to the operator.",NA,New Plymouth
RO-2002-110,"Tranz Alpine passenger express Train 801, collision between locomotives and passenger rolling stock, Christchurch, 5 April 2000",5 Apr 2002,4 Mar 2003,02-110,"On Friday 5 April 2002 at about 0806, the locomotives for the Tranz Alpine passenger express collided with the stationary passenger car consist, which had been placed to the Christchurch station platform in preparation for the locomotives to be attached. The locomotive engineer, who was driving from the lead locomotive, was not injured and major damage was confined to 2 passenger cars. The consist was unoccupied at the time. The safety issue identified was an incorrect component fitted to the locomotive braking system. As a result of the actions taken by the operator following this and a similar occurrence, no safety recommendations have been made.",NA,Christchurch
RO-2002-112,"Rain Forest Express, passenger fell from moving train, Tunnel 29, Nihotupu Tramline, Waitakere, 4 May 2002",4 May 2002,20 Dec 2002,02-112,"On Saturday 4 May 2002, at approximately 1150, a child fell from a carriage of Train 1337, the Rain Forest Express, while it was travelling through Tunnel 29 on the Nihotupu Tramline. The child was seriously injured when he was crushed between a 610 mm diameter water pipeline and the moving train. The safety issues identified were: the lack of physical constraints on passenger carriages to prevent passengers from falling out while the train was in motion; the adequacy and construction of the compartment doors; the staffing of the train; the effectiveness of the risk analysis assessment procedure. One safety recommendation was made to the operator.","022/02, 052/02",Waitakere
RO-2002-113,"Passenger express Train 700 ""TranzCoastal"" and petrol tanker, near collision Vickerman Street level crossing, near Blenheim, 25 April 2002",3 May 2002,22 Oct 2002,02-113,"On Thursday 25 April 2002 at about 1242 hours, a near collision occurred between passenger express Train 700 TranzCoastal and an empty petrol tanker, at Vickerman Street level crossing, near Blenheim. As the train approached the level crossing, the locomotive engineer saw the tanker obstructing the crossing and immediately sounded the horn and applied the emergency brakes. The train stopped about 5 m short of the crossing, by which time the tanker had reversed clear. There were no injuries. The safety issue identified was the lack of adequate stacking distance for long road vehicles waiting to turn on to State Highway 1 after negotiating the level crossing. No safety deficiencies in the rail system were identified. Safety recommendations were made to Land Transport Safety Authority, Transit New Zealand and Marlborough District Council. [The report repeats safety recommendation 064/96 conveyed in report 96-106. Other reports referring to stacking distance or similar include 97-110, 93-112, 93-105]","034/02, 035/02, 036/02",Blenheim
RO-2002-114,"Electric Multiple Unit Train 2643, passenger fell from stationary train, Silverstream, 12 June 2002",12 Jun 2002,4 Mar 2003,02-114,"On Wednesday 12 June 2002 at about 1308, a partially-sighted passenger fell from the doorway of Train 2643 while alighting at Silverstream. The train, an Upper Hutt to Wellington Tranz Metro electric multiple unit service, had stopped at the platform but the last doorway of the rear passenger car, from which the passenger fell, was positioned off the north end of the platform. The passenger suffered serious injuries that required hospital treatment. The safety issue identified was the berthing of electric multiple unit passenger services at suburban stations. As a result of the actions taken by the operator following this and other occurrences [of trains stopping short of the platform], no safety recommendations are included in this report. Report includes inquiries 02-123, 02-124 and 02-125",NA,Silverstream
RO-2002-116,"Train 533, derailment, Te Wera, 26 July 2002",26 Jul 2002,1 Nov 2003,02-116,"On Friday, 26 July 2002, at about 0150, Train 533, a westbound express freight, derailed as it negotiated a 45 km/h speed restricted curve after descending a 1 in 51 gradient between Whangamomona and Te Wera. The train plunged about 12 m down the side of the track formation killing the locomotive engineer. A second crew member sustained serious injuries. The 2 locomotives and several wagons on the train were extensively damaged, but the track sustained minor damage only. Causal factors included: the locomotive crew’s loss of attention and situational awareness consistent with their having fallen asleep; consuming alcohol prior to commencing duty; the accepted non-compliance with track warrant instructions; the inability of the locomotive vigilance system to overcome such short-term attention deficits in time to prevent this type of accident. Safety recommendations have been made to address these issues.","046/02, 012/03, 013/03, 014/03, 015a/03, 015b/03, 016/03, 017/03, 018/03, 020/03",Te Wera
RO-2002-117,"Express freight Train 328, signal passed at stop, Te Rapa, 31 July 2002",31 Jul 2002,1 Jul 2003,02-117,"On Wednesday 31 July 2002, at about 1040, express freight Train 328 passed 6 Signal, Te Rapa, at stop. The train then ran through No. 2 points at Te Rapa, set in the reverse position, and travelled a further 9 km on the North Island Main Trunk up main before being stopped at Horotiu. A hi-rail excavator working on track between Te Rapa and Horotiu had just cleared the track before the train passed through the work area. A safety issue identified was the probable fatigue-related performance impairment of the locomotive engineer leading to his loss of situational awareness.",NA,Te Rapa
RO-2002-118,"Express freight Train 484, near collision with hi-rail vehicle, Tauranga, 7 August 2002",7 Aug 2002,9 Sep 2003,02-118,"On Wednesday 7 August 2002, at about 1335, train control gave authority for westbound express freight Train 484 to depart Tauranga and enter a section of track already occupied by a hi-rail vehicle travelling towards the train. Some minutes after the train departed, the train controller in-training realised he had set up a potential collision so he contacted the locomotive engineer and instructed him to stop the train. When the train stopped, about 300 m separated the train and the hi-rail vehicle. The safety issues identified included: the incorrect procedures for handling track user inquiries; the non-application of signal “blocking commands” to protect the hi-rail vehicle movement; the training and certification of new entrant train controllers on additional train control desks soon after their initial certification; the absence of a familiarisation site visit prior to certification on a train control desk. Safety recommendations have been made to the managing director of Tranz Rail to address these issues.","006/03, 007/03, 008/03",Tauranga
RO-2002-119,"Shunt 84 authorised to enter section of track, Maimai on the Stillwater-Westport line, 29 August 2002",29 Aug 2002,16 Dec 2003,02-119,"On 29 August 2002, an incident occurred at Maimai when a locomotive engineer was authorised by train control to enter a section of track already occupied by a rail contractor. The locomotive engineer saw the contractor and stopped the train short of the work site. On 21 November 2002, train control cleared a signal at Ashburton that authorised a train to enter a section of track that was already occupied by a hi-rail vehicle. Fortunately the driver of the hi-rail vehicle overheard the conversation between the train controller and the locomotive engineer and interrupted to advise that he was still in the section. The train did not enter the occupied section. On 4 December 2002, an incident occurred near Lepperton when a locomotive engineer was issued with a track warrant by train control and given a signal to proceed into a section already occupied by a track gang replacing a broken rail. A collision was averted only because the track gang had cleared the track minutes before the train arrived. Given the potential for each incident to have resulted in a collision and the similar issues arising from each incident, all 3 were combined into one report. The safety issues identified included: the train controllers not following correct procedures for handling track user inquiries; the lack of forward planning on the train control diagrams; the train controllers’ lack of attention in ensuring the train control diagram was accurate and complete; the issuing of a track warrant into a section of track that at the time was known to be occupied; the hand-over process when the outgoing train controller completed his shift; train controllers not using, nor being required to use, signal “blocking commands” to protect maintenance gangs and hi-rail vehicles; the absence of an area familiarisation visit for the train controller prior to certification. The Commission’s previous Occurrence Reports 00-101, 00-116 and 02-118 identified similar safety issues, and safety recommendations were made to the Managing Director of Tranz Rail to address the issues. Tranz Rail has now taken appropriate safety actions and no further safety recommendations have been made. Report includes inquiry 02-129",NA,Maimai
RO-2002-120,"Electric multiple unit Trains 9351 and 3647, collision, Wellington, 31 August 2003",31 Aug 2002,1 Nov 2003,02-120,"On Saturday 31 August 2002 at about 1515, Train 9351, a Tranz Metro Johnsonville to Wellington electric multiple unit passenger service collided with Train 3647, a Tranz Metro Upper Hutt to Wellington electric multiple unit passenger service, as both trains were approaching the Wellington platforms on converging tracks. There were no injuries to passengers or crew and only minor damage to the trains. The safety issues identified included the well-being of the electric multiple unit driver of Train 9351 and his resulting capacity to recognise and respond to a danger signal indication. One safety recommendation was made to the Managing Director of Tranz Rail.",035/03,Wellington
RO-2002-121,"Express freight Train F8829, derailment, Waikokopu, 29 September 2002",29 Sep 2002,1 Nov 2003,02-121,"On Sunday 29 September 2002, at about 1240, express freight Train F8829 derailed near Waikokopu, between Wairoa and Gisborne when eight wagons loaded with fertiliser dropped between the running rails while negotiating a tight radius curve. There were no injuries. The safety issues identified included: the ability of the inspection regime to monitor a known track defect and take timely corrective action; the absence of standards to define life expired track assets; the over-loading of wagons conveying fertiliser on the Napier-Gisborne track section. Three safety recommendations have been made to the Managing Director of Tranz Rail to address these issues.","036/03, 037/03, 038/03",Waikokopu
RO-2002-122,"Express freight Train 215, derailments, Hamilton and Te Kuiti, 18 October 2002",18 Oct 2002,23 Jun 2003,02-122,"On Friday 18 0ctober 2002, at about 0515, 2 wagons on the rear of southbound express freight Train 215 derailed while negotiating a turnout as the train departed from the Hamilton container transfer depot. The derailed wagons were detached and the train continued its journey south, but at about 0750, as it entered Te Kuiti, 3 further wagons derailed as they crossed the north-end turnout. On Tuesday 25 March 2003, at about 0145, 12 wagons on northbound express freight Train 934 derailed while crossing the south-end turnout at Sawyers Bay. Although undetected dragging brake rigging was identified as the main cause in each of these derailments, other safety issues included: the adequacy of wagon management and monitoring procedures to ensure safety critical Field Modification Instructions were actioned expeditiously; lack of procedures to ensure out-of-code wagons were removed from service pending completion of required checks; the dispatch of Train 215 from Hamilton following the first derailment before the cause of the derailment was identified; the terminal brake test and train examination at Dunedin not detecting the dragging brake rigging on UK16281 before Train 934 departed. One safety recommendation was made to Tranz Rail. Report includes inquiry 03-105",007/04,Te Kuiti
RO-2002-123,"Train 7281, stopped short of platform, Redwood, 5 November 2002",5 Nov 2002,4 Mar 2003,02-123,"On Wednesday 12 June 2002 at about 1308, a partially-sighted passenger fell from the doorway of Train 2643 while alighting at Silverstream. The train, an Upper Hutt to Wellington Tranz Metro electric multiple unit service, had stopped at the platform but the last doorway of the rear passenger car, from which the passenger fell, was positioned off the north end of the platform. The passenger suffered serious injuries that required hospital treatment. The safety issue identified was the berthing of electric multiple unit passenger services at suburban stations. As a result of the actions taken by the operator following this and other occurrences [of trains stopping short of the platform], no safety recommendations are included in this report. Report includes inquiries 02-114, 02-124 and 02-125",NA,Redwood
RO-2002-124,"Train 2679, stopped short of platform, Wallaceville, 12 November 2002",12 Nov 2002,4 Mar 2003,02-124,"On Wednesday 12 June 2002 at about 1308, a partially-sighted passenger fell from the doorway of Train 2643 while alighting at Silverstream. The train, an Upper Hutt to Wellington Tranz Metro electric multiple unit service, had stopped at the platform but the last doorway of the rear passenger car, from which the passenger fell, was positioned off the north end of the platform. The passenger suffered serious injuries that required hospital treatment. The safety issue identified was the berthing of electric multiple unit passenger services at suburban stations. As a result of the actions taken by the operator following this and other occurrences [of trains stopping short of the platform], no safety recommendations are included in this report. Report includes inquiries 02-114, 02-123 and 02-125",NA,Wallaceville
RO-2002-125,"Train 7218, stopped short of platform, Redwood, 19 November 2002",19 Nov 2003,4 Mar 2003,02-125,"On Wednesday 12 June 2002 at about 1308, a partially-sighted passenger fell from the doorway of Train 2643 while alighting at Silverstream. The train, an Upper Hutt to Wellington Tranz Metro electric multiple unit service, had stopped at the platform but the last doorway of the rear passenger car, from which the passenger fell, was positioned off the north end of the platform. The passenger suffered serious injuries that required hospital treatment. The safety issue identified was the berthing of electric multiple unit passenger services at suburban stations. As a result of the actions taken by the operator following this and other occurrences [of trains stopping short of the platform], no safety recommendations are included in this report. Report includes inquiries 02-114, 02-123 and 02-124",NA,Redwood
RO-2002-126,"Hi-rail vehicle 64892, occupied track section without authority, near Kai Iwi, 18 November 2002",18 Nov 2002,24 Feb 2004,02-126,"On Monday 18 November 2002, a hi-rail vehicle overran its track authority from Westmere Intermediate Board to Symes Road Intermediate Board on the Marton-New Plymouth Line and continued a further 28.3 km to Brewer Road Intermediate Board. The operator of the hi-rail vehicle had intended to proceed to Brewer Road but mistakenly made reference to Symes Road when seeking authority from the train controller. There was no conflicting track occupancy between Symes Road Intermediate Board and Brewer Road Intermediate Board. The safety issues identified were: the standardisation of language to describe physical locations; the use of On Track Time Tracker forms or other means to record details of the authorised track occupancy as a defence against overrunning the limits of the authority. In view of the safety actions with regard to track occupancy procedures taken by the Tranz Rail, no safety recommendation has been made.",NA,Westmere
RO-2002-127,"Train 526, track warrant overrun, Waitotara, 17 November 2002",17 Nov 2002,16 Dec 2003,02-127,"On Sunday, 17 November 2002, at about 2353, Train 526, a Palmerston North to New Plymouth express freight service overran its track warrant limit at Waitotara by about 1.5 km. The incident occurred when the locomotive engineer did not identify and stop at the limit of his track warrant authority but continued on into the next section. There was no opposing traffic. The major contribution factor to the incident was the probability that the locomotive engineer lost concentration and situational awareness, which supported a misperception of the limits of the track warrant he held. A previous incident involving medical impairment and 6 previous incidents of track warrant overruns were examined. Safety issues identified included: the well-being of the locomotive engineer of Train 526 and his resulting capacity to recognise and respond to track warrant operating procedures; the use of channel 1 radio calls by locomotive engineers when approaching track warrant stations to remind themselves of the limits of their track warrants. One safety recommendation was made to the operator.",052/03,Waitotara
RO-2002-128,"Train 935 & HRV 467, train authorised to enter track occupied by HRV, Ashburton, 21 November 2002",21 Nov 2002,16 Nov 2003,02-128,"On 29 August 2002, an incident occurred at Maimai when a locomotive engineer was authorised by train control to enter a section of track already occupied by a rail contractor. The locomotive engineer saw the contractor and stopped the train short of the work site. On 21 November 2002, train control cleared a signal at Ashburton that authorised a train to enter a section of track that was already occupied by a hi-rail vehicle. Fortunately the driver of the hi-rail vehicle overheard the conversation between the train controller and the locomotive engineer and interrupted to advise that he was still in the section. The train did not enter the occupied section. On 4 December 2002, an incident occurred near Lepperton when a locomotive engineer was issued with a track warrant by train control and given a signal to proceed into a section already occupied by a track gang replacing a broken rail. A collision was averted only because the track gang had cleared the track minutes before the train arrived. Given the potential for each incident to have resulted in a collision and the similar issues arising from each incident, all 3 were combined into one report. The safety issues identified included: the train controllers not following correct procedures for handling track user inquiries; the lack of forward planning on the train control diagrams; the train controllers’ lack of attention in ensuring the train control diagram was accurate and complete; the issuing of a track warrant into a section of track that at the time was known to be occupied; the hand-over process when the outgoing train controller completed his shift; train controllers not using, nor being required to use, signal “blocking commands” to protect maintenance gangs and hi-rail vehicles; the absence of an area familiarisation visit for the train controller prior to certification. The Commission’s previous Occurrence Reports 00-101, 00-116 and 02-118 identified similar safety issues, and safety recommendations were made to the Managing Director of Tranz Rail to address the issues. Tranz Rail has now taken appropriate safety actions and no further safety recommendations have been made. Report includes inquiry 02-129",NA,Ashburton
RO-2002-129,"Train control incidents, trains authorised to enter sections of track already occupied by hi-rail vehicles and work groups, various locations, 29 August 2002 to 4 December 2002",4 Dec 2002,16 Dec 2003,02-129,"On 29 August 2002, an incident occurred at Maimai when a locomotive engineer was authorised by train control to enter a section of track already occupied by a rail contractor. The locomotive engineer saw the contractor and stopped the train short of the work site. On 21 November 2002, train control cleared a signal at Ashburton that authorised a train to enter a section of track that was already occupied by a hi-rail vehicle. Fortunately the driver of the hi-rail vehicle overheard the conversation between the train controller and the locomotive engineer and interrupted to advise that he was still in the section. The train did not enter the occupied section. On 4 December 2002, an incident occurred near Lepperton when a locomotive engineer was issued with a track warrant by train control and given a signal to proceed into a section already occupied by a track gang replacing a broken rail. A collision was averted only because the track gang had cleared the track minutes before the train arrived. Given the potential for each incident to have resulted in a collision and the similar issues arising from each incident, all 3 were combined into one report. The safety issues identified included: the train controllers not following correct procedures for handling track user inquiries; the lack of forward planning on the train control diagrams; the train controllers’ lack of attention in ensuring the train control diagram was accurate and complete; the issuing of a track warrant into a section of track that at the time was known to be occupied; the hand-over process when the outgoing train controller completed his shift; train controllers not using, nor being required to use, signal “blocking commands” to protect maintenance gangs and hi-rail vehicles; the absence of an area familiarisation visit for the train controller prior to certification. The Commission’s previous Occurrence Reports 00-101, 00-116 and 02-118 identified similar safety issues, and safety recommendations were made to the Managing Director of Tranz Rail to address the issues. Tranz Rail has now taken appropriate safety actions and no further safety recommendations have been made. Report includes inquiry 02-119",NA,Taranaki
RO-2002-130,"Express freight Train 220, derailment, Rukuhia, 18 December 2002",19 Dec 2002,24 Feb 2004,02-130,"On Wednesday 18 December 2002 at about 2230, northbound express freight Train 220 was approaching Rukuhia when dragging brake gear on a wagon near the middle of the train hit the spreader bar of the south-end turnout. As a result of the impact, the train parted and 11 wagons derailed. Safety issues identified included: the limitations of the fulcrum pin connecting the brake vertical lever to the brake beam; the absence of a safety wire to support the push rod in the event of a failure. As a result of the safety actions taken by Tranz Rail, no safety recommendations have been made.",NA,Rukuhia
RO-2003-101,"Express freight Train 226, person injured while stepping down from wagon, Paekakariki, 7 January 2003",7 Jan 2003,12 Mar 2004,03-101,"On Tuesday, 7 January 2003, at about 1928, a passenger who had alighted from an electric multiple unit train at Paekakariki was injured as she got down off a wagon of an express freight train. The freight train was berthed at the platform at Paekakariki and blocking access via a pedestrian crossing over the railway line to the public car park. The injured passenger was one of a number of passengers who climbed over the flat deck wagon to gain access to the car park beyond. The passenger suffered a serious ankle injury, which required hospital treatment. Had the train moved while the passengers were crossing the wagon, multiple injuries or fatalities could have resulted. The safety issues identified were the berthing of a freight train to block the pedestrian crossing during peak commuter travel time, and the unlawful actions of members of the public in crossing over the wagons to exit the platform and access the public car park. In view of the safety actions taken by the operator following the accident no safety recommendations were made",NA,Paekakariki
RO-2003-102,"Hi-rail vehicle 67425, derailment, near Fordel, 10 February 2003",10 Feb 2003,23 Jun 2004,03-102,"On Monday 10 February 2003, at about 1600, hi-rail vehicle 67425 derailed near Fordell during a special hot weather track inspection on the Marton-New Plymouth Line. The vehicle rolled and came to rest on its side, clear of the track. The driver sustained serious injuries and the vehicle was extensively damaged. As a result, about 90 minutes passed before the driver was able to use his cellphone to alert the Police, and subsequently train control, to his situation. Meanwhile, the designated time of 1615 for the hi-rail vehicle to be off track had elapsed, and the train controller authorised express freight Train 545 to enter the same section of track. The train controller was able to alert the locomotive engineer of Train 545 before he reached the accident site. The safety issues identified included: the training and certification of drivers to operate a hi-rail vehicle; the operating rules that allowed a train controller to authorise a train to enter a section of track that was already occupied; the wearing of seatbelts when operating a hi-rail vehicle on track. In view of the safety actions taken to address the track occupancy procedures, no safety recommendations have been made regarding that issue. One safety recommendation has been made to the Chief Executive of Tranz Rail regarding the wearing of seatbelts and one safety recommendation has been made to the General Manager of Transfield Services (New Zealand) Limited regarding training and certification of hi-rail vehicle drivers.","018/04, 019/04",Marton
RO-2003-103,"Hi-rail vehicle and express freight Train 142, track occupancy irregularity, Amokura, 10 February 2003",10 Feb 2003,16 Dec 2003,03-103,"On Monday 10 February 2003, at about 1305, train control authorised northbound express freight Train 142 to depart Te Kauwhata and enter a single line section of track, into which an opposing hi-rail vehicle movement had been authorised about 30 minutes earlier, thereby creating the potential for a head-on collision. The safety issues identified included: the training and certification of new entrant train controllers on additional train control desks soon after their initial certification; the lack of a structured process for area familiarisation prior to certification on a train control desk; the manning of the Auckland train control desk by unqualified staff; the train controller not applying adequate safety measures to protect a hi-rail vehicle movement; the train controller not using, nor being required to use, signal “blocking commands” as a defence against authorising a train to enter a section into which a hi-rail vehicle was authorised to enter. The mandatory use of signal blocking commands, previously recommended by the Commission, has now been implemented. One safety recommendation addressing the issue of supervision of train controllers in training was made to the operator.",053/03,Amokura
RO-2003-104,"Express freight Train 380, derailment, near Taumarunui, 16 February 2003",16 Feb 2003,16 Apr 2004,03-104,"On Sunday 16 February 2003, at about 1823, seven wagons at the rear of northbound express freight Train 380 derailed while negotiating a right-hand curve between Taumarunui and Okahukura on the North Island Main Trunk. The curve was covered by a temporary heat restriction of 40 km/h and the train was travelling at about 85 km/h when the derailment occurred. A track buckle was triggered by the passage of the train travelling much faster than the authorised speed. The safety issues identified included: the excessive speed of the train; the train controller not recognising a fast run and advising the locomotive engineer; the effectiveness of crew resource management; a section of track left in a stressed condition for a significant period of time; the non-standard set up of the locomotive event recorder. Two safety recommendations have been made to the Chief Executive of Tranz Rail to address the issues.","005/04, 006a/04, 006b/04",Taumarunui
RO-2003-105,"Express freight Train 934, derailment, Sawyers Bay, 25 March 2003",25 Mar 2003,23 Jun 2004,03-105,"On Friday 18 0ctober 2002, at about 0515, 2 wagons on the rear of southbound express freight Train 215 derailed while negotiating a turnout as the train departed from the Hamilton container transfer depot. The derailed wagons were detached and the train continued its journey south, but at about 0750, as it entered Te Kuiti, 3 further wagons derailed as they crossed the north-end turnout. On Tuesday 25 March 2003, at about 0145, 12 wagons on northbound express freight Train 934 derailed while crossing the south-end turnout at Sawyers Bay. Although undetected dragging brake rigging was identified as the main cause in each of these derailments, other safety issues included: the adequacy of wagon management and monitoring procedures to ensure safety critical Field Modification Instructions were actioned expeditiously; lack of procedures to ensure out-of-code wagons were removed from service pending completion of required checks; the dispatch of Train 215 from Hamilton following the first derailment before the cause of the derailment was identified; the terminal brake test and train examination at Dunedin not detecting the dragging brake rigging on UK16281 before Train 934 departed. One safety recommendation was made to Tranz Rail. Report includes inquiry 02-122",NA,Dunedin
RO-2003-107,"Diesel multiple unit Train 3247, passenger injury, Glen Innes, 15 May 2003",15 May 2003,25 Aug 2003,03-107,"On Thursday 15 May 2003, at about 1240 hours, bi-parting doors on Train 3247, a Tranz Metro Auckland to Papakura diesel multiple unit passenger service, closed on an alighting passenger at Glen Innes station and the train departed with the passenger trapped in the door. The driver heard the trapped passenger’s screams and stopped the train within about 15 m from where the train departed. The passenger suffered minor injuries. The safety issues identified were: the door closure process; the inspection of safety critical door components. As a result of the actions taken by the operator, one safety recommendation has been made.",032/04,Glen Innes
